date,Ambiguous Interface,Cyclic Dependency,Dense Structure,Feature Concentration,God Component,Scattered Functionality,Unstable Dependency,Total Smells,DS avg. degree,PC,DL,Code Coverage,LOC,Nr. of Classes
2016-11-07,0,0,0,0,0,0,0,0,,,,97.13%,202,4
2016-12-06,0,0,0,0,0,0,0,0,,,,93.82%,223,4
2017-01-05,0,0,0,0,0,0,0,0,,,,93.82%,223,4
2017-02-03,0,0,0,0,0,0,0,0,,,,93.82%,223,4
2017-03-04,0,0,0,0,0,0,0,0,,,,93.82%,223,4
2017-04-04,0,0,0,0,0,0,0,0,,,,95.27%,224,4
2017-05-03,0,0,0,0,0,0,0,0,,,,95.27%,224,4
2017-06-03,0,0,0,0,0,0,0,0,,,,96.27%,217,4
2017-07-03,0,0,0,0,0,0,0,0,,,,96.27%,217,4
2017-08-01,0,0,0,0,0,0,0,0,,,,,247,4
2017-08-30,0,0,0,0,0,0,0,0,,,,95.63%,273,4
2017-09-28,0,0,0,0,0,0,0,0,,,,95.63%,273,4
2017-10-28,0,0,0,0,0,0,0,0,,,,95.63%,273,4
2017-12-01,0,0,0,0,0,0,0,0,,,,,273,4
2017-12-30,0,0,0,0,0,0,0,0,,,,95.65%,275,4
2018-02-02,0,0,0,0,0,0,0,0,,,,95.65%,275,4
2018-03-03,0,0,0,0,0,0,0,0,,,,95.65%,275,4
2018-04-01,0,0,0,0,0,0,0,0,,,,95.65%,275,4
2018-05-05,0,0,0,0,0,0,0,0,,,,95.65%,275,4
2018-06-07,0,0,0,0,0,0,0,0,,,,95.65%,275,4
2018-07-06,0,0,0,0,0,0,0,0,,,,95.51%,273,4
2018-08-06,0,0,0,0,0,0,0,0,,,,95.51%,275,4
2018-09-04,0,0,0,0,0,0,0,0,,,,95.51%,275,4
2018-10-03,0,0,0,0,0,0,0,0,,,,95.51%,275,4
2018-11-02,0,0,0,0,0,0,0,0,,,,94.41%,280,4
2018-12-01,0,0,0,0,0,0,0,0,,,,94.41%,280,4
2018-12-30,0,0,0,0,0,0,0,0,,,,94.41%,280,4
2019-02-01,0,0,0,0,0,0,0,0,,,,94.41%,280,4
2019-03-02,0,0,0,0,0,0,0,0,,,,94.41%,280,4
2019-03-31,0,0,0,0,0,0,0,0,,,,94.41%,280,4
2019-04-29,0,0,0,0,0,0,0,0,,,,94.41%,280,4
2019-05-28,0,0,0,0,0,0,0,0,,,,94.41%,280,4
2019-07-02,0,0,0,0,0,0,0,0,,,,9.76%,287,5
2019-07-31,0,0,0,0,0,0,0,0,,,,94.38%,287,5
2019-08-29,0,0,0,0,0,0,0,0,,,,90.30%,295,5
2019-10-02,0,0,0,0,0,0,0,0,,,,90.30%,295,5
2019-11-01,0,0,0,0,0,0,0,0,,,,90.30%,295,5
2019-12-04,0,0,0,0,0,0,0,0,,,,90.30%,295,5
2020-01-31,0,0,0,0,0,0,0,0,,,,90.30%,295,5
2020-02-29,0,0,0,0,0,0,0,0,,,,90.30%,295,5
2020-03-31,0,0,0,0,0,0,0,0,,,,90.30%,295,5
2020-05-01,0,0,0,0,0,0,0,0,,,,90.30%,295,5
2020-05-30,0,0,0,0,0,0,0,0,,,,8.89%,295,5
2020-07-01,0,0,0,0,0,0,0,0,,,,8.89%,295,5
2020-07-30,0,0,0,0,0,0,0,0,,,,90.30%,295,5
2020-08-28,0,0,0,0,0,0,0,0,,,,90.30%,295,5
2020-09-30,0,0,0,0,0,0,0,0,,,,90.30%,295,5
2020-11-01,0,0,0,0,0,0,0,0,,,,90.30%,295,5
2020-11-30,0,0,0,0,0,0,0,0,,,,90.19%,294,5
2020-12-29,0,0,0,0,0,0,0,0,,,,90.19%,294,5
2021-01-27,0,0,0,0,0,0,0,0,,,,90.19%,294,5
2021-02-25,0,0,0,0,0,0,0,0,,,,90.19%,294,5
2021-03-28,0,0,0,0,0,0,0,0,,,,90.11%,298,5
2021-04-26,0,0,0,0,0,0,0,0,,,,90.11%,298,5
2021-05-25,0,0,0,0,0,0,0,0,,,,90.11%,298,5
2021-06-25,0,0,0,0,0,0,0,0,,,,89.92%,297,5
2021-07-26,0,0,0,0,0,0,0,0,,,,89.92%,297,5
2021-08-24,0,0,0,0,0,0,0,0,,,,89.92%,297,5
2021-09-22,0,0,0,0,0,0,0,0,,,,89.92%,297,5
2021-10-21,0,0,0,0,0,0,0,0,,,,89.92%,297,5
2021-11-22,0,0,0,0,0,0,0,0,,,,89.92%,297,5
2022-01-04,0,0,0,0,0,0,0,0,,,,89.92%,297,5
2022-02-02,0,0,0,0,0,0,0,0,,,,89.92%,297,5
2022-03-03,0,0,0,0,0,0,0,0,,,,89.92%,297,5
2022-04-03,0,0,0,0,0,0,1,1,,,,89.92%,297,5
2022-05-03,0,0,0,0,0,0,1,1,,,,89.92%,297,5
2022-06-01,0,0,0,0,0,0,1,1,,,,89.92%,297,5
2022-07-16,0,0,0,0,0,0,1,1,,,,89.92%,297,5
2022-08-16,0,0,0,0,0,0,1,1,,,,89.92%,297,5
2022-09-16,0,0,0,0,0,0,1,1,,,,89.92%,297,5
2022-10-15,0,0,0,0,0,0,1,1,,,,89.92%,297,5
2022-11-15,0,0,0,0,0,0,1,1,,,,89.92%,297,5
2022-12-14,0,0,0,0,0,0,1,1,,,,89.92%,297,5
2023-01-13,0,0,0,0,0,0,1,1,,,,89.92%,297,5
2023-02-11,0,0,0,0,0,0,1,1,,,,89.92%,297,5
2023-03-14,0,0,0,0,0,0,1,1,,,,89.92%,297,5
2023-04-12,0,0,0,0,0,0,1,1,,,,89.92%,297,5
