date,Ambiguous Interface,Cyclic Dependency,Dense Structure,Feature Concentration,God Component,Scattered Functionality,Unstable Dependency,Total Smells,DS avg. degree,PC,DL,Code Coverage,LOC,Nr. of Classes
2019-02-10,0,0,0,0,0,1,1,2,,,,73.06%,655,12
2019-03-11,0,0,0,0,0,1,1,2,,,,73.06%,678,12
2019-04-09,0,0,0,0,0,1,0,1,,,,62.36%,827,13
