date,Ambiguous Interface,Cyclic Dependency,Dense Structure,Feature Concentration,God Component,Scattered Functionality,Unstable Dependency,Total Smells,DS avg. degree,PC,DL,Code Coverage,LOC,Nr. of Classes
2019-11-05,0,0,0,0,0,0,0,0,,,,,125,1
2019-12-06,0,0,0,0,0,0,0,0,,,,,125,1
2020-01-06,0,0,0,0,0,0,0,0,,,,,124,1
2020-02-04,0,0,0,0,0,0,0,0,,,,49.86%,124,1
2020-03-04,0,0,0,0,0,0,0,0,,,,66.67%,118,2
2020-04-03,0,0,0,0,0,0,0,0,,,,66.67%,118,2
2020-05-02,0,0,0,0,0,0,0,0,,,,66.67%,118,2
2020-05-31,0,0,0,0,0,0,0,0,,,,66.67%,118,2
2020-06-29,0,0,0,0,0,0,0,0,,,,66.67%,118,2
2020-07-28,0,0,0,0,0,0,0,0,,,,66.67%,118,2
2020-08-28,0,0,0,0,0,0,0,0,,,,66.67%,118,2
2020-10-01,0,0,0,0,0,0,0,0,,,,66.67%,118,2
2020-10-30,0,0,0,0,0,0,0,0,,,,66.67%,118,2
2020-12-05,0,0,0,0,0,0,0,0,,,,61.92%,116,2
2021-01-04,0,0,0,0,0,0,0,0,,,,78.57%,147,2
2021-02-02,0,0,0,0,0,0,0,0,,,,60.92%,127,1
2021-03-04,0,0,0,0,0,0,0,0,,,,60.92%,127,1
2021-04-07,0,0,0,0,0,0,0,0,,,,60.92%,127,1
2021-05-06,0,0,0,0,0,0,0,0,,,,60.92%,127,1
2021-06-11,0,0,0,0,0,0,0,0,,,,0.00%,135,2
2021-07-12,0,0,0,0,0,0,0,0,,,,0.00%,135,2
2021-08-10,0,0,0,0,0,0,0,0,,,,0.00%,135,2
2021-09-08,0,0,0,0,0,0,0,0,,,,0.00%,136,2
2021-10-09,0,0,0,0,0,0,0,0,,,,62.63%,136,2
2021-11-11,0,0,0,0,0,0,0,0,,,,62.63%,136,2
2021-12-13,0,0,0,0,0,0,0,0,,,,62.63%,136,2
2022-01-11,0,0,0,0,0,0,0,0,,,,69.66%,130,2
2022-02-14,0,0,0,0,0,0,0,0,,,,69.66%,130,2
2022-03-16,0,0,0,0,0,0,0,0,,,,70.07%,152,2
2022-04-18,0,0,0,0,0,0,0,0,,,,70.07%,152,2
2022-05-17,0,0,0,0,0,0,0,0,,,,70.07%,152,2
2022-06-16,0,0,0,0,0,0,0,0,,,,70.07%,152,2
2022-07-15,0,0,0,0,0,0,0,0,,,,70.07%,152,2
2022-08-15,0,0,0,0,0,0,0,0,,,,70.07%,152,2
2022-09-13,0,0,0,0,0,0,0,0,,,,70.07%,152,2
2022-10-12,0,0,0,0,0,0,0,0,,,,70.07%,152,2
2022-11-13,0,0,0,0,0,0,0,0,,,,70.07%,152,2
2022-12-12,0,0,0,0,0,0,0,0,,,,70.07%,152,2
2023-01-10,0,0,0,0,0,0,0,0,,,,70.07%,152,2
2023-02-09,0,0,0,0,0,0,0,0,,,,27.87%,173,2
2023-03-11,0,0,0,0,0,0,0,0,,,,27.87%,173,2
2023-04-13,0,0,0,0,0,0,0,0,,,,27.87%,173,2
