date,Ambiguous Interface,Cyclic Dependency,Dense Structure,Feature Concentration,God Component,Scattered Functionality,Unstable Dependency,Total Smells,DS avg. degree,PC,DL,Code Coverage,LOC,Nr. of Classes
2019-02-10,0,0,0,1,0,0,0,1,,,,72.85%,902,9
2019-03-11,0,0,0,0,0,0,0,0,,,,50.64%,1283,16
2019-04-09,0,0,0,0,0,0,0,0,,,,45.23%,1502,19
